video_name,action_idx,category,frames,resize,source_video,split,action
VNvb5oLOpLg_00825.mp4,0,diving,236,True,VNvb5oLOpLg_00825.mp4,train,Back 15som 05Twis FREE
VNvb5oLOpLg_00826.mp4,0,diving,222,True,VNvb5oLOpLg_00826.mp4,train,Back 15som 05Twis FREE
VNvb5oLOpLg_00836.mp4,0,diving,246,True,VNvb5oLOpLg_00836.mp4,train,Back 15som 05Twis FREE
VNvb5oLOpLg_00837.mp4,0,diving,242,True,VNvb5oLOpLg_00837.mp4,train,Back 15som 05Twis FREE
VNvb5oLOpLg_00838.mp4,0,diving,244,True,VNvb5oLOpLg_00838.mp4,train,Back 15som 05Twis FREE
VNvb5oLOpLg_00857.mp4,0,diving,280,True,VNvb5oLOpLg_00857.mp4,train,Back 15som 05Twis FREE
VNvb5oLOpLg_00858.mp4,0,diving,246,True,VNvb5oLOpLg_00858.mp4,train,Back 15som 05Twis FREE
VNvb5oLOpLg_00859.mp4,0,diving,249,True,VNvb5oLOpLg_00859.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00264.mp4,0,diving,196,True,Y7QZcr24ye0_00264.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00265.mp4,0,diving,219,True,Y7QZcr24ye0_00265.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00268.mp4,0,diving,180,True,Y7QZcr24ye0_00268.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00269.mp4,0,diving,262,True,Y7QZcr24ye0_00269.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00284.mp4,0,diving,139,True,Y7QZcr24ye0_00284.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00285.mp4,0,diving,219,True,Y7QZcr24ye0_00285.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00290.mp4,0,diving,123,True,Y7QZcr24ye0_00290.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00291.mp4,0,diving,188,True,Y7QZcr24ye0_00291.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00587.mp4,0,diving,230,True,Y7QZcr24ye0_00587.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00588.mp4,0,diving,284,True,Y7QZcr24ye0_00588.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00589.mp4,0,diving,277,True,Y7QZcr24ye0_00589.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00777.mp4,0,diving,145,True,Y7QZcr24ye0_00777.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00778.mp4,0,diving,285,True,Y7QZcr24ye0_00778.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00779.mp4,0,diving,303,True,Y7QZcr24ye0_00779.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00824.mp4,0,diving,216,True,Y7QZcr24ye0_00824.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00825.mp4,0,diving,289,True,Y7QZcr24ye0_00825.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00826.mp4,0,diving,318,True,Y7QZcr24ye0_00826.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00838.mp4,0,diving,149,True,Y7QZcr24ye0_00838.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00839.mp4,0,diving,260,True,Y7QZcr24ye0_00839.mp4,train,Back 15som 05Twis FREE
Y7QZcr24ye0_00840.mp4,0,diving,317,True,Y7QZcr24ye0_00840.mp4,train,Back 15som 05Twis FREE
_lmT4WlK7G0_00048.mp4,0,diving,81,True,_lmT4WlK7G0_00048.mp4,train,Back 15som 05Twis FREE
_lmT4WlK7G0_00049.mp4,0,diving,185,True,_lmT4WlK7G0_00049.mp4,train,Back 15som 05Twis FREE
_lmT4WlK7G0_00050.mp4,0,diving,151,True,_lmT4WlK7G0_00050.mp4,train,Back 15som 05Twis FREE
db7DmpqzGmc_00042.mp4,0,diving,86,True,db7DmpqzGmc_00042.mp4,train,Back 15som 05Twis FREE
db7DmpqzGmc_00043.mp4,0,diving,104,True,db7DmpqzGmc_00043.mp4,train,Back 15som 05Twis FREE
db7DmpqzGmc_00044.mp4,0,diving,84,True,db7DmpqzGmc_00044.mp4,train,Back 15som 05Twis FREE
db7DmpqzGmc_00166.mp4,0,diving,188,True,db7DmpqzGmc_00166.mp4,train,Back 15som 05Twis FREE
db7DmpqzGmc_00167.mp4,0,diving,82,True,db7DmpqzGmc_00167.mp4,train,Back 15som 05Twis FREE
db7DmpqzGmc_00168.mp4,0,diving,51,True,db7DmpqzGmc_00168.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00022.mp4,0,diving,120,True,eN8umEok9U8_00022.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00023.mp4,0,diving,138,True,eN8umEok9U8_00023.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00043.mp4,0,diving,53,True,eN8umEok9U8_00043.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00044.mp4,0,diving,87,True,eN8umEok9U8_00044.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00055.mp4,0,diving,144,True,eN8umEok9U8_00055.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00056.mp4,0,diving,208,True,eN8umEok9U8_00056.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00090.mp4,0,diving,74,True,eN8umEok9U8_00090.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00091.mp4,0,diving,121,True,eN8umEok9U8_00091.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00098.mp4,0,diving,182,True,eN8umEok9U8_00098.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00099.mp4,0,diving,173,True,eN8umEok9U8_00099.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00144.mp4,0,diving,116,True,eN8umEok9U8_00144.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00145.mp4,0,diving,181,True,eN8umEok9U8_00145.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00146.mp4,0,diving,88,True,eN8umEok9U8_00146.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00147.mp4,0,diving,118,True,eN8umEok9U8_00147.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00149.mp4,0,diving,142,True,eN8umEok9U8_00149.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00159.mp4,0,diving,62,True,eN8umEok9U8_00159.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00160.mp4,0,diving,96,True,eN8umEok9U8_00160.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00194.mp4,0,diving,177,True,eN8umEok9U8_00194.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00195.mp4,0,diving,79,True,eN8umEok9U8_00195.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00206.mp4,0,diving,75,True,eN8umEok9U8_00206.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00207.mp4,0,diving,107,True,eN8umEok9U8_00207.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00208.mp4,0,diving,142,True,eN8umEok9U8_00208.mp4,train,Back 15som 05Twis FREE
eN8umEok9U8_00209.mp4,0,diving,159,True,eN8umEok9U8_00209.mp4,train,Back 15som 05Twis FREE
fB1Pc3CylrQ_00006.mp4,0,diving,81,True,fB1Pc3CylrQ_00006.mp4,train,Back 15som 05Twis FREE
fB1Pc3CylrQ_00015.mp4,0,diving,64,True,fB1Pc3CylrQ_00015.mp4,train,Back 15som 05Twis FREE
fB1Pc3CylrQ_00018.mp4,0,diving,165,True,fB1Pc3CylrQ_00018.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00014.mp4,0,diving,62,True,fohMq9tOn6E_00014.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00015.mp4,0,diving,97,True,fohMq9tOn6E_00015.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00016.mp4,0,diving,75,True,fohMq9tOn6E_00016.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00017.mp4,0,diving,166,True,fohMq9tOn6E_00017.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00022.mp4,0,diving,118,True,fohMq9tOn6E_00022.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00023.mp4,0,diving,74,True,fohMq9tOn6E_00023.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00024.mp4,0,diving,82,True,fohMq9tOn6E_00024.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00025.mp4,0,diving,116,True,fohMq9tOn6E_00025.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00041.mp4,0,diving,65,True,fohMq9tOn6E_00041.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00042.mp4,0,diving,116,True,fohMq9tOn6E_00042.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00064.mp4,0,diving,143,True,fohMq9tOn6E_00064.mp4,train,Back 15som 05Twis FREE
fohMq9tOn6E_00065.mp4,0,diving,79,True,fohMq9tOn6E_00065.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00238.mp4,0,diving,176,True,nOlRwoxsDJ0_00238.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00239.mp4,0,diving,206,True,nOlRwoxsDJ0_00239.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00244.mp4,0,diving,102,True,nOlRwoxsDJ0_00244.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00245.mp4,0,diving,186,True,nOlRwoxsDJ0_00245.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00264.mp4,0,diving,177,True,nOlRwoxsDJ0_00264.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00265.mp4,0,diving,201,True,nOlRwoxsDJ0_00265.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00266.mp4,0,diving,111,True,nOlRwoxsDJ0_00266.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00267.mp4,0,diving,191,True,nOlRwoxsDJ0_00267.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00270.mp4,0,diving,159,True,nOlRwoxsDJ0_00270.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00271.mp4,0,diving,214,True,nOlRwoxsDJ0_00271.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00276.mp4,0,diving,140,True,nOlRwoxsDJ0_00276.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00277.mp4,0,diving,220,True,nOlRwoxsDJ0_00277.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00352.mp4,0,diving,321,True,nOlRwoxsDJ0_00352.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00353.mp4,0,diving,206,True,nOlRwoxsDJ0_00353.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00488.mp4,0,diving,150,True,nOlRwoxsDJ0_00488.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00580.mp4,0,diving,212,True,nOlRwoxsDJ0_00580.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00581.mp4,0,diving,254,True,nOlRwoxsDJ0_00581.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00603.mp4,0,diving,163,True,nOlRwoxsDJ0_00603.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00604.mp4,0,diving,283,True,nOlRwoxsDJ0_00604.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00605.mp4,0,diving,131,True,nOlRwoxsDJ0_00605.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00606.mp4,0,diving,219,True,nOlRwoxsDJ0_00606.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00627.mp4,0,diving,220,True,nOlRwoxsDJ0_00627.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00628.mp4,0,diving,304,True,nOlRwoxsDJ0_00628.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00645.mp4,0,diving,187,True,nOlRwoxsDJ0_00645.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00646.mp4,0,diving,304,True,nOlRwoxsDJ0_00646.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00647.mp4,0,diving,147,True,nOlRwoxsDJ0_00647.mp4,train,Back 15som 05Twis FREE
nOlRwoxsDJ0_00648.mp4,0,diving,256,True,nOlRwoxsDJ0_00648.mp4,train,Back 15som 05Twis FREE
ozbr742-Trc_00000.mp4,0,diving,243,True,ozbr742-Trc_00000.mp4,train,Back 15som 05Twis FREE
siEI_jaSmd4_00015.mp4,0,diving,125,True,siEI_jaSmd4_00015.mp4,train,Back 15som 05Twis FREE
siEI_jaSmd4_00047.mp4,0,diving,103,True,siEI_jaSmd4_00047.mp4,train,Back 15som 05Twis FREE
siEI_jaSmd4_00049.mp4,0,diving,42,True,siEI_jaSmd4_00049.mp4,train,Back 15som 05Twis FREE
siEI_jaSmd4_00050.mp4,0,diving,71,True,siEI_jaSmd4_00050.mp4,train,Back 15som 05Twis FREE
siEI_jaSmd4_00051.mp4,0,diving,137,True,siEI_jaSmd4_00051.mp4,train,Back 15som 05Twis FREE
siEI_jaSmd4_00101.mp4,0,diving,67,True,siEI_jaSmd4_00101.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00320.mp4,0,diving,152,True,sk8TafuB3lU_00320.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00321.mp4,0,diving,255,True,sk8TafuB3lU_00321.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00807.mp4,0,diving,253,True,sk8TafuB3lU_00807.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00809.mp4,0,diving,283,True,sk8TafuB3lU_00809.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00812.mp4,0,diving,233,True,sk8TafuB3lU_00812.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00813.mp4,0,diving,278,True,sk8TafuB3lU_00813.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00814.mp4,0,diving,282,True,sk8TafuB3lU_00814.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00866.mp4,0,diving,173,True,sk8TafuB3lU_00866.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00867.mp4,0,diving,267,True,sk8TafuB3lU_00867.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00868.mp4,0,diving,265,True,sk8TafuB3lU_00868.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00889.mp4,0,diving,268,True,sk8TafuB3lU_00889.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00890.mp4,0,diving,228,True,sk8TafuB3lU_00890.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00894.mp4,0,diving,208,True,sk8TafuB3lU_00894.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00895.mp4,0,diving,269,True,sk8TafuB3lU_00895.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00896.mp4,0,diving,306,True,sk8TafuB3lU_00896.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00897.mp4,0,diving,199,True,sk8TafuB3lU_00897.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00898.mp4,0,diving,304,True,sk8TafuB3lU_00898.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00899.mp4,0,diving,277,True,sk8TafuB3lU_00899.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00900.mp4,0,diving,164,True,sk8TafuB3lU_00900.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00901.mp4,0,diving,283,True,sk8TafuB3lU_00901.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00902.mp4,0,diving,265,True,sk8TafuB3lU_00902.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00914.mp4,0,diving,350,True,sk8TafuB3lU_00914.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00915.mp4,0,diving,229,True,sk8TafuB3lU_00915.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00916.mp4,0,diving,255,True,sk8TafuB3lU_00916.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00917.mp4,0,diving,137,True,sk8TafuB3lU_00917.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00918.mp4,0,diving,234,True,sk8TafuB3lU_00918.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00921.mp4,0,diving,164,True,sk8TafuB3lU_00921.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00922.mp4,0,diving,275,True,sk8TafuB3lU_00922.mp4,train,Back 15som 05Twis FREE
sk8TafuB3lU_00923.mp4,0,diving,273,True,sk8TafuB3lU_00923.mp4,train,Back 15som 05Twis FREE
uDESPUxbjnI_00000.mp4,0,diving,52,True,uDESPUxbjnI_00000.mp4,train,Back 15som 05Twis FREE
uDESPUxbjnI_00001.mp4,0,diving,101,True,uDESPUxbjnI_00001.mp4,train,Back 15som 05Twis FREE
uDESPUxbjnI_00002.mp4,0,diving,144,True,uDESPUxbjnI_00002.mp4,train,Back 15som 05Twis FREE
uDESPUxbjnI_00121.mp4,0,diving,162,True,uDESPUxbjnI_00121.mp4,train,Back 15som 05Twis FREE
uDESPUxbjnI_00122.mp4,0,diving,119,True,uDESPUxbjnI_00122.mp4,train,Back 15som 05Twis FREE
uDESPUxbjnI_00123.mp4,0,diving,155,True,uDESPUxbjnI_00123.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00102.mp4,0,diving,104,True,zYHstCxnAPA_00102.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00103.mp4,0,diving,223,True,zYHstCxnAPA_00103.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00144.mp4,0,diving,291,True,zYHstCxnAPA_00144.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00145.mp4,0,diving,248,True,zYHstCxnAPA_00145.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00164.mp4,0,diving,230,True,zYHstCxnAPA_00164.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00165.mp4,0,diving,255,True,zYHstCxnAPA_00165.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00174.mp4,0,diving,201,True,zYHstCxnAPA_00174.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00175.mp4,0,diving,217,True,zYHstCxnAPA_00175.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00488.mp4,0,diving,114,True,zYHstCxnAPA_00488.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00489.mp4,0,diving,275,True,zYHstCxnAPA_00489.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00568.mp4,0,diving,181,True,zYHstCxnAPA_00568.mp4,train,Back 15som 05Twis FREE
zYHstCxnAPA_00569.mp4,0,diving,231,True,zYHstCxnAPA_00569.mp4,train,Back 15som 05Twis FREE
3qq031609lA_00032.mp4,1,diving,122,True,3qq031609lA_00032.mp4,train,Back 15som 15Twis FREE
3qq031609lA_00036.mp4,1,diving,64,True,3qq031609lA_00036.mp4,train,Back 15som 15Twis FREE
5i1begTTucc_00077.mp4,1,diving,94,True,5i1begTTucc_00077.mp4,train,Back 15som 15Twis FREE
