video_name,action_idx,category,frames,resize,source_video,split,action,error
05_0001_v_4RKB-3ER_GA_c019.mp4,5,aerobic_gymnastics,73,True,v_4RKB-3ER_GA_c019.mp4,test,support,False
05_0002_v_4RKB-3ER_GA_c019.mp4,5,aerobic_gymnastics,73,True,v_4RKB-3ER_GA_c019.mp4,test,support,False
11_0001_v_4RKB-3ER_GA_c019.mp4,11,aerobic_gymnastics,24,True,v_4RKB-3ER_GA_c019.mp4,test,pike jump,False
11_0002_v_4RKB-3ER_GA_c019.mp4,11,aerobic_gymnastics,24,True,v_4RKB-3ER_GA_c019.mp4,test,pike jump,False
14_0001_v_4RKB-3ER_GA_c019.mp4,14,aerobic_gymnastics,26,True,v_4RKB-3ER_GA_c019.mp4,test,scissors leap,False
14_0002_v_4RKB-3ER_GA_c019.mp4,14,aerobic_gymnastics,26,True,v_4RKB-3ER_GA_c019.mp4,test,scissors leap,False
01_0001_v_4RKB-3ER_GA_c020.mp4,1,aerobic_gymnastics,28,True,v_4RKB-3ER_GA_c020.mp4,test,explosive push up,False
01_0002_v_4RKB-3ER_GA_c020.mp4,1,aerobic_gymnastics,28,True,v_4RKB-3ER_GA_c020.mp4,test,explosive push up,False
10_0001_v_4RKB-3ER_GA_c020.mp4,10,aerobic_gymnastics,25,True,v_4RKB-3ER_GA_c020.mp4,test,bent leg(s) jump,False
10_0002_v_4RKB-3ER_GA_c020.mp4,10,aerobic_gymnastics,25,True,v_4RKB-3ER_GA_c020.mp4,test,bent leg(s) jump,False
12_0001_v_4RKB-3ER_GA_c020.mp4,12,aerobic_gymnastics,24,True,v_4RKB-3ER_GA_c020.mp4,test,straddle jump,False
12_0002_v_4RKB-3ER_GA_c020.mp4,12,aerobic_gymnastics,24,True,v_4RKB-3ER_GA_c020.mp4,test,straddle jump,False
09_0001_v_4RKB-3ER_GA_c020.mp4,9,aerobic_gymnastics,43,True,v_4RKB-3ER_GA_c020.mp4,test,illusion,False
09_0002_v_4RKB-3ER_GA_c020.mp4,9,aerobic_gymnastics,43,True,v_4RKB-3ER_GA_c020.mp4,test,illusion,False
12_0001_v_4RKB-3ER_GA_c021.mp4,12,aerobic_gymnastics,32,True,v_4RKB-3ER_GA_c021.mp4,test,straddle jump,False
12_0002_v_4RKB-3ER_GA_c021.mp4,12,aerobic_gymnastics,32,True,v_4RKB-3ER_GA_c021.mp4,test,straddle jump,False
02_0001_v_4RKB-3ER_GA_c022.mp4,2,aerobic_gymnastics,21,True,v_4RKB-3ER_GA_c022.mp4,test,explosive support,False
02_0002_v_4RKB-3ER_GA_c022.mp4,2,aerobic_gymnastics,24,True,v_4RKB-3ER_GA_c022.mp4,test,explosive support,False
03_0001_v_4RKB-3ER_GA_c022.mp4,3,aerobic_gymnastics,46,True,v_4RKB-3ER_GA_c022.mp4,test,leg circle,False
03_0002_v_4RKB-3ER_GA_c022.mp4,3,aerobic_gymnastics,46,True,v_4RKB-3ER_GA_c022.mp4,test,leg circle,False
05_0001_v_4RKB-3ER_GA_c022.mp4,5,aerobic_gymnastics,74,False,v_4RKB-3ER_GA_c022.mp4,test,support,False
05_0002_v_4RKB-3ER_GA_c022.mp4,5,aerobic_gymnastics,74,False,v_4RKB-3ER_GA_c022.mp4,test,support,False
01_0001_v_4RKB-3ER_GA_c023.mp4,1,aerobic_gymnastics,29,True,v_4RKB-3ER_GA_c023.mp4,test,explosive push up,False
01_0002_v_4RKB-3ER_GA_c023.mp4,1,aerobic_gymnastics,29,True,v_4RKB-3ER_GA_c023.mp4,test,explosive push up,False
10_0001_v_4RKB-3ER_GA_c023.mp4,10,aerobic_gymnastics,26,True,v_4RKB-3ER_GA_c023.mp4,test,bent leg(s) jump,False
10_0002_v_4RKB-3ER_GA_c023.mp4,10,aerobic_gymnastics,26,True,v_4RKB-3ER_GA_c023.mp4,test,bent leg(s) jump,False
11_0001_v_4RKB-3ER_GA_c023.mp4,11,aerobic_gymnastics,26,True,v_4RKB-3ER_GA_c023.mp4,test,pike jump,False
11_0002_v_4RKB-3ER_GA_c023.mp4,11,aerobic_gymnastics,26,True,v_4RKB-3ER_GA_c023.mp4,test,pike jump,False
12_0001_v_4RKB-3ER_GA_c023.mp4,12,aerobic_gymnastics,38,True,v_4RKB-3ER_GA_c023.mp4,test,straddle jump,False
12_0002_v_4RKB-3ER_GA_c023.mp4,12,aerobic_gymnastics,38,True,v_4RKB-3ER_GA_c023.mp4,test,straddle jump,False
14_0001_v_4RKB-3ER_GA_c023.mp4,14,aerobic_gymnastics,30,True,v_4RKB-3ER_GA_c023.mp4,test,scissors leap,False
14_0002_v_4RKB-3ER_GA_c023.mp4,14,aerobic_gymnastics,30,True,v_4RKB-3ER_GA_c023.mp4,test,scissors leap,False
12_0001_v_4RKB-3ER_GA_c024.mp4,12,aerobic_gymnastics,33,True,v_4RKB-3ER_GA_c024.mp4,test,straddle jump,False
12_0002_v_4RKB-3ER_GA_c024.mp4,12,aerobic_gymnastics,33,True,v_4RKB-3ER_GA_c024.mp4,test,straddle jump,False
09_0001_v_4RKB-3ER_GA_c024.mp4,9,aerobic_gymnastics,51,True,v_4RKB-3ER_GA_c024.mp4,test,illusion,False
09_0002_v_4RKB-3ER_GA_c024.mp4,9,aerobic_gymnastics,51,True,v_4RKB-3ER_GA_c024.mp4,test,illusion,False
04_0001_v_7G_IpU0FxLU_c001.mp4,4,aerobic_gymnastics,58,True,v_7G_IpU0FxLU_c001.mp4,test,helicopter,False
04_0002_v_7G_IpU0FxLU_c001.mp4,4,aerobic_gymnastics,58,True,v_7G_IpU0FxLU_c001.mp4,test,helicopter,False
04_0003_v_7G_IpU0FxLU_c001.mp4,4,aerobic_gymnastics,58,True,v_7G_IpU0FxLU_c001.mp4,test,helicopter,False
05_0001_v_7G_IpU0FxLU_c001.mp4,5,aerobic_gymnastics,92,True,v_7G_IpU0FxLU_c001.mp4,test,support,False
05_0002_v_7G_IpU0FxLU_c001.mp4,5,aerobic_gymnastics,92,True,v_7G_IpU0FxLU_c001.mp4,test,support,False
05_0003_v_7G_IpU0FxLU_c001.mp4,5,aerobic_gymnastics,97,True,v_7G_IpU0FxLU_c001.mp4,test,support,False
12_0001_v_7G_IpU0FxLU_c001.mp4,12,aerobic_gymnastics,28,True,v_7G_IpU0FxLU_c001.mp4,test,straddle jump,False
12_0002_v_7G_IpU0FxLU_c001.mp4,12,aerobic_gymnastics,28,True,v_7G_IpU0FxLU_c001.mp4,test,straddle jump,False
12_0003_v_7G_IpU0FxLU_c001.mp4,12,aerobic_gymnastics,28,True,v_7G_IpU0FxLU_c001.mp4,test,straddle jump,False
05_0001_v_7G_IpU0FxLU_c002.mp4,5,aerobic_gymnastics,68,True,v_7G_IpU0FxLU_c002.mp4,test,support,False
05_0002_v_7G_IpU0FxLU_c002.mp4,5,aerobic_gymnastics,68,True,v_7G_IpU0FxLU_c002.mp4,test,support,False
05_0003_v_7G_IpU0FxLU_c002.mp4,5,aerobic_gymnastics,68,True,v_7G_IpU0FxLU_c002.mp4,test,support,False
08_0001_v_7G_IpU0FxLU_c002.mp4,8,aerobic_gymnastics,27,True,v_7G_IpU0FxLU_c002.mp4,test,straight jump,False
08_0002_v_7G_IpU0FxLU_c002.mp4,8,aerobic_gymnastics,29,True,v_7G_IpU0FxLU_c002.mp4,test,straight jump,False
08_0003_v_7G_IpU0FxLU_c002.mp4,8,aerobic_gymnastics,27,True,v_7G_IpU0FxLU_c002.mp4,test,straight jump,False
00_0001_v_7G_IpU0FxLU_c003.mp4,0,aerobic_gymnastics,30,True,v_7G_IpU0FxLU_c003.mp4,test,push up,False
00_0002_v_7G_IpU0FxLU_c003.mp4,0,aerobic_gymnastics,26,True,v_7G_IpU0FxLU_c003.mp4,test,push up,False
00_0003_v_7G_IpU0FxLU_c003.mp4,0,aerobic_gymnastics,25,True,v_7G_IpU0FxLU_c003.mp4,test,push up,False
18_0001_v_7G_IpU0FxLU_c003.mp4,18,aerobic_gymnastics,32,True,v_7G_IpU0FxLU_c003.mp4,test,split,False
